"","logFC","logCPM","LR","PValue"
"SPU_017869",-0.548329934315636,6.65095668511701,1.0805352206347,0.298577854351531
"SPU_009346",-0.0230038132639344,5.88003648634869,0.000388289842069511,0.984278645109481
"SPU_013378",-0.147287015161886,8.43925608442978,0.138279119728391,0.709997828952485
"SPU_026298",-0.024235399286904,6.49851123613511,0.00193351249180296,0.964926943217118
"SPU_017381",-1.6254077270733,3.05544812403648,1.73248385842525,0.188093996485828
"SPU_017380",-0.381465430162122,7.42815420376573,0.573475991627478,0.448880946646437
"SPU_017379",0.181210448349632,6.99130191274547,0.116492133467918,0.732870642449255
"SPU_018910",0.203111721400846,7.57320043179202,0.191523130919761,0.661651940867942
"SPU_001457",1.09682378268157,4.51712494574707,1.5207541123097,0.217505409239179
"SPU_016206",0.0697400043758671,7.44695187042406,0.0212381859161033,0.88413195627165
"SPU_023624",1.36819611762165,3.30263855268603,0.929674444522238,0.334947534753706
"SPU_007060",0.909076895096145,4.57675353603114,1.09861112787431,0.294571105815832
"SPU_016141",-2.56417780734503,4.46159219008843,6.39612648780667,0.0114369633302359
"SPU_022996",-0.380654370127633,3.9871943728561,0.78188077441249,0.376566548657565
"SPU_022997",0.498298370642113,7.36312293722708,0.686094841988414,0.407495854433096
"SPU_022846",-0.594976793811261,7.1272957535616,1.2513214044246,0.263300246211127
"SPU_025997",0.325347520706019,8.11108046255362,0.598212518380719,0.439260845139299
"SPU_025996",0.940016655210803,7.89162849292034,4.00856684777726,0.0452696156411166
"SPU_008047",-1.01061109069274,7.25275060501515,2.82884347868122,0.092585011577781
"SPU_025329",0.0116829785597945,3.37627723269171,2.74968066200643e-05,0.995816120182371
"SPU_013698",1.11083152420809,5.2891791743533,1.15656256435003,0.282179576754133
"SPU_015551",0.501914222574664,7.87040786089096,1.20864157154349,0.271601322134105
"SPU_002552",-0.119655929734599,7.55471278404557,0.0621713957333814,0.803096303439808
"SPU_002551",0.786025218309831,5.14018890845948,0.692369496743474,0.405359594540573
"SPU_024871",-0.00272787690696759,6.02235178997835,4.41660204053562e-06,0.998323189919428
"SPU_012936",-0.420930395771608,4.61113329659256,0.177047947861874,0.673922558587606
"SPU_018549",-0.690643062512946,5.34040016748562,0.587483987227438,0.44339369777468
"SPU_010144",1.66243483229111,7.08308339627193,8.64095302536755,0.00328689445591162
"SPU_017929",1.18617153997719,6.04413611131914,2.27146407620553,0.131775362646759
"SPU_007412",0.508079164227368,6.52038284120956,0.809903278629394,0.368148847938785
"SPU_006873",-0.848494461380571,5.35478835569068,0.893577452702173,0.344509689941184
"SPU_006872",1.23351182583201,7.23216541902896,5.92751326806092,0.0149062623898383
"SPU_023177",1.09464265305917,6.10858381542809,1.93914845036237,0.163761023862841
"SPU_014289",0.46861235178534,8.60676188445006,1.36484878457126,0.242698909340443
"SPU_014291",2.33206055002449,4.32182361202737,5.34059242368427,0.0208343915082261
"SPU_004874",-0.219389688029247,6.54315928601153,0.12640403155633,0.722189992795215
"SPU_005707",-0.0676004320479732,5.94283108428314,0.0112115957936636,0.915673735665203
"SPU_005708",-0.89745559815075,6.83934010027826,2.20756955885538,0.137334886637714
"SPU_000902",0.773620638889723,7.25460148754433,1.94264085036777,0.163382081374841
"SPU_000555",-3.82578828099961,3.87032340740033,10.093542426671,0.00148789802318289
"SPU_003475",-0.0305578411203231,4.86178522632958,0.000782117912942581,0.977688972618286
"SPU_003476",0.0424511723414648,6.28249441967839,0.00435262469079056,0.947398187357177
"SPU_007717",1.28091763417393,5.66029999772132,1.89555917199937,0.168576232406718
