"geneid","neg_log_pval"
"SPU_000002",2.99928455463967
"SPU_000003",0.474244189576999
"SPU_000008",0.649976697393337
"SPU_000009",0.139482913391159
"SPU_000011",2.91416407567046
"SPU_000012",0.0867247379126049
"SPU_000014",1.80732632829752
"SPU_000015",0.710685621863945
"SPU_000017",0.719442166892675
"SPU_000022",2.96610662614084
"SPU_000023",0.257275421337279
"SPU_000024",0.421088826636345
"SPU_000025",0.74832869514764
"SPU_000026",1.71273280773997
"SPU_000029",0.330295617143641
"SPU_000031",3.72499993378617
"SPU_000032",3.65199148683302
"SPU_000033",1.15862291865208
"SPU_000034",3.94369050188672
"SPU_000035",0.212574468957301
"SPU_000037",0.0870220552605866
"SPU_000040",1.201057731248
"SPU_000041",0.879761285822322
"SPU_000042",0.704299292798162
"SPU_000046",3.90753807102467
"SPU_000048",4.48160017987013
"SPU_000049",0.830105583260393
"SPU_000052",0.555676431519278
"SPU_000056",2.15797070899032
"SPU_000059",0.510625218722694
"SPU_000062",2.3441309251043
"SPU_000063",4.28316267671384
"SPU_000066",0.0798856728492297
"SPU_000067",0.446124335121879
"SPU_000069",0.536355552286114
"SPU_000070",3.74414165908732
"SPU_000073",0.717451646107476
"SPU_000074",1.60287604864495
"SPU_000075",1.24247506236354
"SPU_000076",0.281059691116299
"SPU_000080",0.388833540924666
"SPU_000082",3.11335277369674
"SPU_000084",1.44131229582113
"SPU_000086",0.268991072394508
"SPU_000087",1.16474704214938
"SPU_000088",1.61131173095099
"SPU_000091",0.258881888205893
"SPU_000092",7.56938314940559
"SPU_000096",1.46192852022807
"SPU_000098",0.527756132773444
"SPU_000101",6.58308523725242
"SPU_000106",0.565301962150826
"SPU_000109",0.144792586325029
"SPU_000111",0.309065573399631
"SPU_000113",1.10920763070789
"SPU_000116",0.360962756780365
"SPU_000118",4.4789135136126
"SPU_000122",0.147957086910397
"SPU_000127",0.202284155880648
"SPU_000128",2.9603121548734
"SPU_000129",1.79709360731822
"SPU_000130",0.28189463288501
"SPU_000131",0.450068684739768
"SPU_000133",1.46243688449233
"SPU_000135",0.285296893038535
"SPU_000138",2.44775607871191
"SPU_000141",1.46642808934189
"SPU_000144",1.41384892222178
"SPU_000145",3.01707281073147
"SPU_000151",0.129758596474918
"SPU_000152",3.13335252066719
"SPU_000153",0.567626987788258
"SPU_000157",1.77888430155782
"SPU_000158",0.0517236940502036
"SPU_000165",1.92574650185722
"SPU_000166",0.153530890621226
"SPU_000168",0.745602835245027
"SPU_000169",0.353154317191688
"SPU_000170",0.969325395632182
"SPU_000172",1.54894937733477
"SPU_000176",3.91135204748466
"SPU_000178",1.84188591259823
"SPU_000181",0.328666978656554
"SPU_000183",0.0152518105701535
"SPU_000184",3.06185242637275
"SPU_000185",1.89494243446368
"SPU_000187",0.88505649517335
"SPU_000189",0.110859500814293
"SPU_000191",3.31416584481713
"SPU_000192",3.03312196128964
"SPU_000195",1.45615214576204
"SPU_000197",0.237679430873812
"SPU_000202",0.952901223024413
"SPU_000205",0.992367544226291
"SPU_000206",0.142113054340423
"SPU_000207",2.24686328021208
"SPU_000208",5.16625778955393
"SPU_000210",4.82974580898355
"SPU_000211",1.14242820081735
"SPU_000214",3.28492013839293
"SPU_000215",0.038098390446433
"SPU_000216",0.783937370262283
"SPU_000217",0.209860455632249
"SPU_000218",0.105995226850842
"SPU_000220",1.2952456926818
"SPU_000222",0.904185148006935
"SPU_000225",3.63433381139085
"SPU_000227",1.69757462935656
"SPU_000229",2.97127838368057
"SPU_000230",0.223955361031634
"SPU_000232",0.0262353224830901
"SPU_000236",0.165237103482793
"SPU_000239",4.68364257743753
"SPU_000240",2.4075529765064
"SPU_000243",1.4517486867934
"SPU_000244",1.26505397057536
"SPU_000246",0.668973420020725
"SPU_000247",1.12416926484555
"SPU_000248",0.390447870048859
"SPU_000250",2.12718605376869
"SPU_000251",1.60386768575456
"SPU_000253",4.14883031688071
"SPU_000255",0.796501261389443
"SPU_000256",1.05593475940553
"SPU_000257",3.61046909705015
"SPU_000258",1.39244674826602
"SPU_000260",0.0697351094581664
"SPU_000261",0.401477499120958
"SPU_000266",0.916937851220071
"SPU_000268",0.516439059645211
"SPU_000270",1.1944238416466
"SPU_000275",0.891017320490738
"SPU_000277",0.142066188168989
"SPU_000279",0.702140537442736
"SPU_000281",0.970680695276495
"SPU_000283",2.14231917392341
"SPU_000285",0.478075265471082
"SPU_000286",2.50471091618198
"SPU_000287",0.852023337791052
"SPU_000288",0.314748300577902
"SPU_000290",0.697861428960004
"SPU_000291",0.0840553281034484
"SPU_000292",0.441006589047101
"SPU_000295",0.421322726399241
"SPU_000296",1.3506899484454
"SPU_000297",1.62297332538705
"SPU_000298",1.98455958967686
"SPU_000301",0.017244429053472
"SPU_000303",0.189377601611507
"SPU_000304",0.706029948913107
"SPU_000305",1.015313521302
"SPU_000308",0.439065040963634
"SPU_000310",0.0148529517575538
"SPU_000311",1.10482402341318
"SPU_000312",0.07584475815662
"SPU_000313",0.244481462858085
"SPU_000319",2.94944510911445
"SPU_000320",0.877510721825185
"SPU_000322",1.12752047586855
"SPU_000323",1.34818405292458
"SPU_000325",0.423987130907412
"SPU_000326",0.116745778965585
"SPU_000327",0.665286312651228
"SPU_000328",0.477553561528838
"SPU_000329",0.728603640509002
"SPU_000333",0.498487625194436
"SPU_000338",0.0314315883718272
"SPU_000343",0.0661056354833601
"SPU_000345",0.0618497340187512
"SPU_000346",5.40822616927238
"SPU_000352",0.903215506910755
"SPU_000354",0.144313854127465
"SPU_000355",0.50105340085784
"SPU_000359",0.355706045930446
"SPU_000360",1.47027646768045
"SPU_000361",0.562366977855076
"SPU_000362",2.66028671355988
