name	term	lev	seq	value
"ribosome"	GO:0005840	2	SPU_000379	5.001793641
"ribosome"	GO:0005840	2	SPU_000395	0.337323153
"ribosome"	GO:0005840	2	SPU_002458	1.028615927
"ribosome"	GO:0005840	2	SPU_002606	1.483485179
"ribosome"	GO:0005840	2	SPU_003485	5.894628807
"ribosome"	GO:0005840	2	SPU_003718	3.961197718
"ribosome"	GO:0005840	2	SPU_003849	1.974776805
"ribosome"	GO:0005840	2	SPU_003905	1.945259696
"ribosome"	GO:0005840	2	SPU_004609	1.02296966
"ribosome"	GO:0005840	2	SPU_004721	-1.512461367
"ribosome"	GO:0005840	2	SPU_004996	3.343593708
"ribosome"	GO:0005840	2	SPU_005227	0.926550499
"ribosome"	GO:0005840	2	SPU_005280	6.629173153
"ribosome"	GO:0005840	2	SPU_005401	3.879411333
"ribosome"	GO:0005840	2	SPU_005571	-0.264295378
"ribosome"	GO:0005840	2	SPU_005700	3.159089918
"ribosome"	GO:0005840	2	SPU_005709	1.877361047
"ribosome"	GO:0005840	2	SPU_006034	6.269423522
"ribosome"	GO:0005840	2	SPU_006213	-2.608608243
"ribosome"	GO:0005840	2	SPU_006459	-0.791562682
"ribosome"	GO:0005840	2	SPU_006569	5.659193963
"ribosome"	GO:0005840	2	SPU_007057	3.9004305
"ribosome"	GO:0005840	2	SPU_007327	0.765635781
"ribosome"	GO:0005840	2	SPU_007971	2.548893144
"ribosome"	GO:0005840	2	SPU_008211	3.133700533
"ribosome"	GO:0005840	2	SPU_008650	-0.901535162
"ribosome"	GO:0005840	2	SPU_008778	-1.783818404
"ribosome"	GO:0005840	2	SPU_009084	4.763496927
"ribosome"	GO:0005840	2	SPU_009141	2.8013514
"ribosome"	GO:0005840	2	SPU_010279	1.755605856
"ribosome"	GO:0005840	2	SPU_010528	7.467117394
"ribosome"	GO:0005840	2	SPU_010626	-1.331113629
"ribosome"	GO:0005840	2	SPU_010688	5.303914228
"ribosome"	GO:0005840	2	SPU_010692	0.226588018
"ribosome"	GO:0005840	2	SPU_011054	4.503417518
"ribosome"	GO:0005840	2	SPU_011111	-0.758739561
"ribosome"	GO:0005840	2	SPU_011243	-0.092127924
"ribosome"	GO:0005840	2	SPU_011244	3.710033743
"ribosome"	GO:0005840	2	SPU_011352	-1.726081131
"ribosome"	GO:0005840	2	SPU_011703	2.310252966
"ribosome"	GO:0005840	2	SPU_012377	5.403887403
"ribosome"	GO:0005840	2	SPU_012865	4.347142096
"ribosome"	GO:0005840	2	SPU_013452	5.899809567
"ribosome"	GO:0005840	2	SPU_013662	1.822404005
"ribosome"	GO:0005840	2	SPU_013834	6.099775192
"ribosome"	GO:0005840	2	SPU_014060	0.159584899
"ribosome"	GO:0005840	2	SPU_014074	0.628220686
"ribosome"	GO:0005840	2	SPU_014454	5.61435812
"ribosome"	GO:0005840	2	SPU_015260	4.987601023
"ribosome"	GO:0005840	2	SPU_015276	7.783276095
